 0.00000000e+00  0.00000000e+00  1.80000002e+00 
 1.00000000e-02  1.00000000e-02  1.80019753e+00 
 2.00000000e-02  2.00000000e-02  1.80018419e+00 
 3.00000000e-02  3.00000000e-02  1.80000131e+00 
 4.00000000e-02  4.00000000e-02  1.79999996e+00 
 5.00000000e-02  5.00000000e-02  1.79999995e+00 
 6.00000000e-02  6.00000000e-02  1.79999994e+00 
 7.00000000e-02  7.00000000e-02  1.79999994e+00 
 8.00000000e-02  8.00000000e-02  1.79999993e+00 
 9.00000000e-02  9.00000000e-02  1.79999992e+00 
 1.00000000e-01  1.00000000e-01  1.79999990e+00 
 1.10000000e-01  1.10000000e-01  1.79999988e+00 
 1.20000000e-01  1.20000000e-01  1.79999985e+00 
 1.30000000e-01  1.30000000e-01  1.79999981e+00 
 1.40000000e-01  1.40000000e-01  1.79999976e+00 
 1.50000000e-01  1.50000000e-01  1.79999969e+00 
 1.60000000e-01  1.60000000e-01  1.79999960e+00 
 1.70000000e-01  1.70000000e-01  1.79999947e+00 
 1.80000000e-01  1.80000000e-01  1.79999931e+00 
 1.90000000e-01  1.90000000e-01  1.79999907e+00 
 2.00000000e-01  2.00000000e-01  1.79999877e+00 
 2.10000000e-01  2.10000000e-01  1.79999838e+00 
 2.20000000e-01  2.20000000e-01  1.79999785e+00 
 2.30000000e-01  2.30000000e-01  1.79999716e+00 
 2.40000000e-01  2.40000000e-01  1.79999624e+00 
 2.50000000e-01  2.50000000e-01  1.79999501e+00 
 2.60000000e-01  2.60000000e-01  1.79999339e+00 
 2.70000000e-01  2.70000000e-01  1.79999124e+00 
 2.80000000e-01  2.80000000e-01  1.79998839e+00 
 2.90000000e-01  2.90000000e-01  1.79998463e+00 
 3.00000000e-01  3.00000000e-01  1.79997965e+00 
 3.10000000e-01  3.10000000e-01  1.79997308e+00 
 3.20000000e-01  3.20000000e-01  1.79996442e+00 
 3.30000000e-01  3.30000000e-01  1.79995303e+00 
 3.40000000e-01  3.40000000e-01  1.79993807e+00 
 3.50000000e-01  3.50000000e-01  1.79991847e+00 
 3.60000000e-01  3.60000000e-01  1.79989284e+00 
 3.70000000e-01  3.70000000e-01  1.79985944e+00 
 3.80000000e-01  3.80000000e-01  1.79981601e+00 
 3.90000000e-01  3.90000000e-01  1.79975975e+00 
 4.00000000e-01  4.00000000e-01  1.79968711e+00 
 4.10000000e-01  4.10000000e-01  1.79959370e+00 
 4.20000000e-01  4.20000000e-01  1.79947407e+00 
 4.30000000e-01  4.30000000e-01  1.79932155e+00 
 4.40000000e-01  4.40000000e-01  1.79912803e+00 
 4.50000000e-01  4.50000000e-01  1.79888371e+00 
 4.60000000e-01  4.60000000e-01  1.79857687e+00 
 4.70000000e-01  4.70000000e-01  1.79819361e+00 
 4.80000000e-01  4.80000000e-01  1.79771765e+00 
 4.90000000e-01  4.90000000e-01  1.79713005e+00 
 5.00000000e-01  5.00000000e-01  1.79640907e+00 
 5.10000000e-01  5.10000000e-01  1.79553002e+00 
 5.20000000e-01  5.20000000e-01  1.79446521e+00 
 5.30000000e-01  5.30000000e-01  1.79318395e+00 
 5.40000000e-01  5.40000000e-01  1.79165263e+00 
 5.50000000e-01  5.50000000e-01  1.78983478e+00 
 5.60000000e-01  5.60000000e-01  1.78769116e+00 
 5.70000000e-01  5.70000000e-01  1.78517980e+00 
 5.80000000e-01  5.80000000e-01  1.78225589e+00 
 5.90000000e-01  5.90000000e-01  1.77887144e+00 
 6.00000000e-01  6.00000000e-01  1.77497480e+00 
 6.10000000e-01  6.10000000e-01  1.77050973e+00 
 6.20000000e-01  6.20000000e-01  1.76541413e+00 
 6.30000000e-01  6.30000000e-01  1.75961822e+00 
 6.40000000e-01  6.40000000e-01  1.75304194e+00 
 6.50000000e-01  6.50000000e-01  1.74559143e+00 
 6.60000000e-01  6.60000000e-01  1.73715398e+00 
 6.70000000e-01  6.70000000e-01  1.72759071e+00 
 6.80000000e-01  6.80000000e-01  1.71672566e+00 
 6.90000000e-01  6.90000000e-01  1.70432876e+00 
 7.00000000e-01  7.00000000e-01  1.69008788e+00 
 7.10000000e-01  7.10000000e-01  1.67355979e+00 
 7.20000000e-01  7.20000000e-01  1.65407688e+00 
 7.30000000e-01  7.30000000e-01  1.63054820e+00 
 7.40000000e-01  7.40000000e-01  1.60096205e+00 
 7.50000000e-01  7.50000000e-01  1.56079589e+00 
 7.60000000e-01  7.60000000e-01  1.49539603e+00 
 7.70000000e-01  7.70000000e-01  1.33166524e+00 
 7.80000000e-01  7.80000000e-01  1.08511242e+00 
 7.90000000e-01  7.90000000e-01  8.24681724e-01 
 8.00000000e-01  8.00000000e-01  5.72911165e-01 
 8.10000000e-01  8.10000000e-01  3.61016349e-01 
 8.20000000e-01  8.20000000e-01  2.33722247e-01 
 8.30000000e-01  8.30000000e-01  1.76034793e-01 
 8.40000000e-01  8.40000000e-01  1.43552427e-01 
 8.50000000e-01  8.50000000e-01  1.21073082e-01 
 8.60000000e-01  8.60000000e-01  1.04038951e-01 
 8.70000000e-01  8.70000000e-01  9.03462768e-02 
 8.80000000e-01  8.80000000e-01  7.89846266e-02 
 8.90000000e-01  8.90000000e-01  6.93511582e-02 
 9.00000000e-01  9.00000000e-01  6.10569749e-02 
 9.10000000e-01  9.10000000e-01  5.38356029e-02 
 9.20000000e-01  9.20000000e-01  4.74958637e-02 
 9.30000000e-01  9.30000000e-01  4.18955805e-02 
 9.40000000e-01  9.40000000e-01  3.69259206e-02 
 9.50000000e-01  9.50000000e-01  3.25015901e-02 
 9.60000000e-01  9.60000000e-01  2.85547004e-02 
 9.70000000e-01  9.70000000e-01  2.50296556e-02 
 9.80000000e-01  9.80000000e-01  2.18802968e-02 
 9.90000000e-01  9.90000000e-01  1.90678195e-02 
 1.00000000e+00  1.00000000e+00  1.65591154e-02 
 1.01000000e+00  1.01000000e+00  1.43255204e-02 
 1.02000000e+00  1.02000000e+00  1.23418542e-02 
 1.03000000e+00  1.03000000e+00  1.05856767e-02 
 1.04000000e+00  1.04000000e+00  9.03670850e-03 
 1.05000000e+00  1.05000000e+00  7.67638233e-03 
 1.06000000e+00  1.06000000e+00  6.48750104e-03 
 1.07000000e+00  1.07000000e+00  5.45398465e-03 
 1.08000000e+00  1.08000000e+00  4.56069354e-03 
 1.09000000e+00  1.09000000e+00  3.79331641e-03 
 1.10000000e+00  1.10000000e+00  3.13831230e-03 
 1.11000000e+00  1.11000000e+00  2.58289602e-03 
 1.12000000e+00  1.12000000e+00  2.11505528e-03 
 1.13000000e+00  1.13000000e+00  1.72358759e-03 
 1.14000000e+00  1.14000000e+00  1.39814511e-03 
 1.15000000e+00  1.15000000e+00  1.12927613e-03 
 1.16000000e+00  1.16000000e+00  9.08454105e-04 
 1.17000000e+00  1.17000000e+00  7.28087510e-04 
 1.18000000e+00  1.18000000e+00  5.81507134e-04 
 1.19000000e+00  1.19000000e+00  4.62930605e-04 
 1.20000000e+00  1.20000000e+00  3.67406835e-04 
 1.21000000e+00  1.21000000e+00  2.90745125e-04 
 1.22000000e+00  1.22000000e+00  2.29434683e-04 
 1.23000000e+00  1.23000000e+00  1.80560365e-04 
 1.24000000e+00  1.24000000e+00  1.41719659e-04 
 1.25000000e+00  1.25000000e+00  1.10944732e-04 
 1.26000000e+00  1.26000000e+00  8.66319202e-05 
 1.27000000e+00  1.27000000e+00  6.74798394e-05 
 1.28000000e+00  1.28000000e+00  5.24362580e-05 
 1.29000000e+00  1.29000000e+00  4.06532373e-05 
 1.30000000e+00  1.30000000e+00  3.14496792e-05 
 1.31000000e+00  1.31000000e+00  2.42802872e-05 
 1.32000000e+00  1.32000000e+00  1.87099601e-05 
 1.33000000e+00  1.33000000e+00  1.43927325e-05 
 1.34000000e+00  1.34000000e+00  1.10544950e-05 
 1.35000000e+00  1.35000000e+00  8.47885212e-06 
 1.36000000e+00  1.36000000e+00  6.49558097e-06 
 1.37000000e+00  1.37000000e+00  4.97124689e-06 
 1.38000000e+00  1.38000000e+00  3.80160374e-06 
 1.39000000e+00  1.39000000e+00  2.90546800e-06 
 1.40000000e+00  1.40000000e+00  2.21980476e-06 
 1.41000000e+00  1.41000000e+00  1.69580540e-06 
 1.42000000e+00  1.42000000e+00  1.29577235e-06 
 1.43000000e+00  1.43000000e+00  9.90656485e-07 
 1.44000000e+00  1.44000000e+00  7.58119391e-07 
 1.45000000e+00  1.45000000e+00  5.81014937e-07 
 1.46000000e+00  1.46000000e+00  4.46204125e-07 
 1.47000000e+00  1.47000000e+00  3.43633313e-07 
 1.48000000e+00  1.48000000e+00  2.54453931e-07 
 1.49000000e+00  1.49000000e+00  1.97897485e-07 
 1.50000000e+00  1.50000000e+00  1.54805971e-07 
 1.51000000e+00  1.51000000e+00  1.22049647e-07 
 1.52000000e+00  1.52000000e+00  9.71462916e-08 
 1.53000000e+00  1.53000000e+00  7.82086871e-08 
 1.54000000e+00  1.54000000e+00  6.38020501e-08 
 1.55000000e+00  1.55000000e+00  5.28360343e-08 
 1.56000000e+00  1.56000000e+00  4.44823389e-08 
 1.57000000e+00  1.57000000e+00  3.81119166e-08 
 1.58000000e+00  1.58000000e+00  3.32471565e-08 
 1.59000000e+00  1.59000000e+00  2.95254990e-08 
 1.60000000e+00  1.60000000e+00  2.66717615e-08 
 1.61000000e+00  1.61000000e+00  2.44771055e-08 
 1.62000000e+00  1.62000000e+00  2.27830539e-08 
 1.63000000e+00  1.63000000e+00  2.14693516e-08 
 1.64000000e+00  1.64000000e+00  2.04447495e-08 
 1.65000000e+00  1.65000000e+00  1.96400064e-08 
 1.66000000e+00  1.66000000e+00  1.90025797e-08 
 1.67000000e+00  1.67000000e+00  1.84925950e-08 
 1.68000000e+00  1.68000000e+00  1.80797890e-08 
 1.69000000e+00  1.69000000e+00  1.77411889e-08 
 1.70000000e+00  1.70000000e+00  1.74593543e-08 
 1.71000000e+00  1.71000000e+00  1.72210404e-08 
 1.72000000e+00  1.72000000e+00  1.70161867e-08 
 1.73000000e+00  1.73000000e+00  1.68371483e-08 
 1.74000000e+00  1.74000000e+00  1.66781135e-08 
 1.75000000e+00  1.75000000e+00  1.65346615e-08 
 1.76000000e+00  1.76000000e+00  1.64034272e-08 
 1.77000000e+00  1.77000000e+00  1.62818468e-08 
 1.78000000e+00  1.78000000e+00  1.61679651e-08 
 1.79000000e+00  1.79000000e+00  1.60602889e-08 
 1.80000000e+00  1.80000000e+00  1.59576757e-08 
